request_id,arrival_ms,output_tokens,split,prompt_tokens,source_timestamp,source_row
azure-code-v3-0050,7738.418,2,validation,1915,2024-05-12 08:47:51.760998+00:00,3765385
azure-code-v3-0051,7739.091,15,validation,644,2024-05-12 08:47:51.761671+00:00,3765386
azure-code-v3-0052,7990.086,1,validation,2624,2024-05-12 08:47:52.012666+00:00,3765387
azure-code-v3-0053,8490.021,1,validation,2624,2024-05-12 08:47:52.512601+00:00,3765388
azure-code-v3-0054,8491.265,7,validation,644,2024-05-12 08:47:52.513845+00:00,3765389
azure-code-v3-0055,8492.744,12,validation,2624,2024-05-12 08:47:52.515324+00:00,3765390
azure-code-v3-0056,9111.789,12,validation,5744,2024-05-12 08:47:53.134369+00:00,3765391
azure-code-v3-0057,9240.066,226,validation,1915,2024-05-12 08:47:53.262646+00:00,3765392
azure-code-v3-0058,9995.515,9,validation,7684,2024-05-12 08:47:54.018095+00:00,3765393
azure-code-v3-0059,11733.814,114,validation,2635,2024-05-12 08:47:55.756394+00:00,3765394
azure-code-v3-0060,12270.896,26,validation,1917,2024-05-12 08:47:56.293476+00:00,3765395
azure-code-v3-0061,13777.615,25,validation,4055,2024-05-12 08:47:57.800195+00:00,3765396
azure-code-v3-0062,14020.669,234,validation,1917,2024-05-12 08:47:58.043249+00:00,3765397
azure-code-v3-0063,14747.275,10,validation,7686,2024-05-12 08:47:58.769855+00:00,3765398
azure-code-v3-0064,14812.210,14,validation,493,2024-05-12 08:47:58.834790+00:00,3765399
azure-code-v3-0065,15629.239,72,validation,6419,2024-05-12 08:47:59.651819+00:00,3765400
azure-code-v3-0066,15752.485,17,validation,2881,2024-05-12 08:47:59.775065+00:00,3765401
azure-code-v3-0067,15997.467,20,validation,7686,2024-05-12 08:48:00.020047+00:00,3765402
azure-code-v3-0068,16021.944,28,validation,1920,2024-05-12 08:48:00.044524+00:00,3765403
azure-code-v3-0069,16061.236,10,validation,7671,2024-05-12 08:48:00.083816+00:00,3765404
azure-code-v3-0070,16517.288,32,validation,1920,2024-05-12 08:48:00.539868+00:00,3765405
azure-code-v3-0071,17019.630,35,validation,1925,2024-05-12 08:48:01.042210+00:00,3765406
azure-code-v3-0072,17064.550,12,validation,7672,2024-05-12 08:48:01.087130+00:00,3765407
azure-code-v3-0073,17231.191,4,validation,650,2024-05-12 08:48:01.253771+00:00,3765408
azure-code-v3-0074,17271.613,69,validation,1925,2024-05-12 08:48:01.294193+00:00,3765409
azure-code-v3-0075,17629.319,19,validation,5659,2024-05-12 08:48:01.651899+00:00,3765410
azure-code-v3-0076,17813.589,3,validation,7672,2024-05-12 08:48:01.836169+00:00,3765411
azure-code-v3-0077,18378.550,1,validation,2902,2024-05-12 08:48:02.401130+00:00,3765412
azure-code-v3-0078,18878.494,1,validation,2902,2024-05-12 08:48:02.901074+00:00,3765413
azure-code-v3-0079,19312.807,4,validation,7671,2024-05-12 08:48:03.335387+00:00,3765414
azure-code-v3-0080,19380.457,7,validation,2903,2024-05-12 08:48:03.403037+00:00,3765415
azure-code-v3-0081,19811.647,13,validation,1004,2024-05-12 08:48:03.834227+00:00,3765416
azure-code-v3-0082,20068.726,1,validation,4487,2024-05-12 08:48:04.091306+00:00,3765417
azure-code-v3-0083,20312.141,2,validation,4487,2024-05-12 08:48:04.334721+00:00,3765418
azure-code-v3-0084,21483.509,9,validation,4821,2024-05-12 08:48:05.506089+00:00,3765419
azure-code-v3-0085,22064.172,1,validation,7673,2024-05-12 08:48:06.086752+00:00,3765420
azure-code-v3-0086,22880.534,35,validation,1926,2024-05-12 08:48:06.903114+00:00,3765421
azure-code-v3-0087,23561.989,1,validation,7675,2024-05-12 08:48:07.584569+00:00,3765422
azure-code-v3-0088,24385.276,27,validation,1928,2024-05-12 08:48:08.407856+00:00,3765423
azure-code-v3-0089,24879.780,134,validation,5615,2024-05-12 08:48:08.902360+00:00,3765424
azure-code-v3-0090,25812.324,1,validation,7675,2024-05-12 08:48:09.834904+00:00,3765425
azure-code-v3-0091,26810.851,13,validation,7676,2024-05-12 08:48:10.833431+00:00,3765426
azure-code-v3-0092,27232.307,6,validation,657,2024-05-12 08:48:11.254887+00:00,3765427
azure-code-v3-0093,27379.702,14,validation,3051,2024-05-12 08:48:11.402282+00:00,3765428
azure-code-v3-0094,27568.356,14,validation,7675,2024-05-12 08:48:11.590936+00:00,3765429
azure-code-v3-0095,27813.379,14,validation,1933,2024-05-12 08:48:11.835959+00:00,3765430
azure-code-v3-0096,27982.875,10,validation,656,2024-05-12 08:48:12.005455+00:00,3765431
azure-code-v3-0097,28015.339,1,validation,955,2024-05-12 08:48:12.037919+00:00,3765432
azure-code-v3-0098,28265.861,2,validation,954,2024-05-12 08:48:12.288441+00:00,3765433
azure-code-v3-0099,28315.447,13,validation,7676,2024-05-12 08:48:12.338027+00:00,3765434
azure-code-v3-0100,28814.654,12,validation,7677,2024-05-12 08:48:12.837234+00:00,3765435
azure-code-v3-0101,29982.345,14,validation,7684,2024-05-12 08:48:14.004925+00:00,3765436
azure-code-v3-0102,30062.235,24,validation,1007,2024-05-12 08:48:14.084815+00:00,3765437
azure-code-v3-0103,30563.676,4,validation,7680,2024-05-12 08:48:14.586256+00:00,3765438
azure-code-v3-0104,31563.343,1,validation,303,2024-05-12 08:48:15.585923+00:00,3765439
azure-code-v3-0105,32363.118,2,validation,2852,2024-05-12 08:48:16.385698+00:00,3765440
azure-code-v3-0106,32629.364,1,validation,1887,2024-05-12 08:48:16.651944+00:00,3765441
azure-code-v3-0107,32879.588,3,validation,3051,2024-05-12 08:48:16.902168+00:00,3765442
azure-code-v3-0108,33061.007,28,validation,1007,2024-05-12 08:48:17.083587+00:00,3765443
azure-code-v3-0109,33232.785,34,validation,7668,2024-05-12 08:48:17.255365+00:00,3765444
azure-code-v3-0110,33521.850,2,validation,7685,2024-05-12 08:48:17.544430+00:00,3765445
azure-code-v3-0111,33562.531,7,validation,1007,2024-05-12 08:48:17.585111+00:00,3765446
azure-code-v3-0112,33809.550,1,validation,1008,2024-05-12 08:48:17.832130+00:00,3765447
azure-code-v3-0113,34562.843,5,validation,1008,2024-05-12 08:48:18.585423+00:00,3765448
azure-code-v3-0114,35062.175,35,validation,1008,2024-05-12 08:48:19.084755+00:00,3765449
azure-code-v3-0115,36878.355,11,validation,3054,2024-05-12 08:48:20.900935+00:00,3765450
azure-code-v3-0116,36981.886,21,validation,204,2024-05-12 08:48:21.004466+00:00,3765451
azure-code-v3-0117,37630.705,13,validation,5615,2024-05-12 08:48:21.653285+00:00,3765452
azure-code-v3-0118,38130.986,10,validation,3055,2024-05-12 08:48:22.153566+00:00,3765453
azure-code-v3-0119,38560.965,1,validation,1014,2024-05-12 08:48:22.583545+00:00,3765454
azure-code-v3-0120,38811.710,19,validation,1014,2024-05-12 08:48:22.834290+00:00,3765455
azure-code-v3-0121,39062.035,7,validation,1014,2024-05-12 08:48:23.084615+00:00,3765456
azure-code-v3-0122,39312.982,22,validation,1014,2024-05-12 08:48:23.335562+00:00,3765457
azure-code-v3-0123,39380.906,15,validation,5615,2024-05-12 08:48:23.403486+00:00,3765458
azure-code-v3-0124,39811.538,19,validation,1015,2024-05-12 08:48:23.834118+00:00,3765459
azure-code-v3-0125,40561.768,20,validation,1014,2024-05-12 08:48:24.584348+00:00,3765460
azure-code-v3-0126,40880.920,15,validation,5615,2024-05-12 08:48:24.903500+00:00,3765461
azure-code-v3-0127,41062.257,20,validation,1015,2024-05-12 08:48:25.084837+00:00,3765462
azure-code-v3-0128,41482.459,41,validation,1960,2024-05-12 08:48:25.505039+00:00,3765463
azure-code-v3-0129,42134.726,76,validation,5616,2024-05-12 08:48:26.157306+00:00,3765464
azure-code-v3-0130,42382.542,8,validation,3060,2024-05-12 08:48:26.405122+00:00,3765465
azure-code-v3-0131,42499.288,6,validation,3031,2024-05-12 08:48:26.521868+00:00,3765466
azure-code-v3-0132,43310.465,22,validation,1016,2024-05-12 08:48:27.333045+00:00,3765467
azure-code-v3-0133,44061.684,14,validation,1016,2024-05-12 08:48:28.084264+00:00,3765468
azure-code-v3-0134,45747.633,34,validation,1597,2024-05-12 08:48:29.770213+00:00,3765469
azure-code-v3-0135,46000.505,8,validation,1597,2024-05-12 08:48:30.023085+00:00,3765470
azure-code-v3-0136,48062.191,6,validation,7676,2024-05-12 08:48:32.084771+00:00,3765471
azure-code-v3-0137,48360.661,2,validation,1891,2024-05-12 08:48:32.383241+00:00,3765472
azure-code-v3-0138,48381.009,3,validation,3051,2024-05-12 08:48:32.403589+00:00,3765473
azure-code-v3-0139,49311.528,6,validation,7676,2024-05-12 08:48:33.334108+00:00,3765474
azure-code-v3-0140,49483.241,6,validation,817,2024-05-12 08:48:33.505821+00:00,3765475
azure-code-v3-0141,50312.247,1,validation,7677,2024-05-12 08:48:34.334827+00:00,3765476
azure-code-v3-0142,50771.546,10,validation,1110,2024-05-12 08:48:34.794126+00:00,3765477
azure-code-v3-0143,50881.101,17,validation,3,2024-05-12 08:48:34.903681+00:00,3765478
azure-code-v3-0144,51062.958,8,validation,7678,2024-05-12 08:48:35.085538+00:00,3765479
azure-code-v3-0145,52110.834,19,validation,5,2024-05-12 08:48:36.133414+00:00,3765480
azure-code-v3-0146,53744.400,1,validation,1604,2024-05-12 08:48:37.766980+00:00,3765481
azure-code-v3-0147,53998.716,4,validation,1976,2024-05-12 08:48:38.021296+00:00,3765482
azure-code-v3-0148,54000.416,40,validation,1603,2024-05-12 08:48:38.022996+00:00,3765483
azure-code-v3-0149,54133.637,7,validation,6567,2024-05-12 08:48:38.156217+00:00,3765484
azure-code-v3-0150,54632.007,26,validation,6,2024-05-12 08:48:38.654587+00:00,3765485
azure-code-v3-0151,55016.678,45,validation,7679,2024-05-12 08:48:39.039258+00:00,3765486
azure-code-v3-0152,55130.919,2,validation,6574,2024-05-12 08:48:39.153499+00:00,3765487
azure-code-v3-0153,55230.883,1,validation,786,2024-05-12 08:48:39.253463+00:00,3765488
azure-code-v3-0154,55494.670,1,validation,1603,2024-05-12 08:48:39.517250+00:00,3765489
azure-code-v3-0155,55734.388,20,validation,787,2024-05-12 08:48:39.756968+00:00,3765490
azure-code-v3-0156,55745.431,2,validation,1603,2024-05-12 08:48:39.768011+00:00,3765491
azure-code-v3-0157,55769.256,1,validation,7685,2024-05-12 08:48:39.791836+00:00,3765492
azure-code-v3-0158,55997.527,19,validation,1603,2024-05-12 08:48:40.020107+00:00,3765493
azure-code-v3-0159,56016.720,44,validation,7681,2024-05-12 08:48:40.039300+00:00,3765494
azure-code-v3-0160,56063.432,14,validation,1017,2024-05-12 08:48:40.086012+00:00,3765495
azure-code-v3-0161,56245.597,2,validation,1603,2024-05-12 08:48:40.268177+00:00,3765496
azure-code-v3-0162,56317.822,15,validation,1017,2024-05-12 08:48:40.340402+00:00,3765497
azure-code-v3-0163,56641.133,109,validation,1673,2024-05-12 08:48:40.663713+00:00,3765498
azure-code-v3-0164,56745.185,1,validation,1603,2024-05-12 08:48:40.767765+00:00,3765499
azure-code-v3-0165,56812.645,14,validation,1018,2024-05-12 08:48:40.835225+00:00,3765500
azure-code-v3-0166,57245.557,37,validation,1603,2024-05-12 08:48:41.268137+00:00,3765501
azure-code-v3-0167,57265.009,1,validation,1108,2024-05-12 08:48:41.287589+00:00,3765502
azure-code-v3-0168,58017.189,6,validation,1108,2024-05-12 08:48:42.039769+00:00,3765503
azure-code-v3-0169,58612.252,10,validation,7682,2024-05-12 08:48:42.634832+00:00,3765504
azure-code-v3-0170,58881.308,1,validation,1884,2024-05-12 08:48:42.903888+00:00,3765505
azure-code-v3-0171,59362.916,9,validation,7683,2024-05-12 08:48:43.385496+00:00,3765506
azure-code-v3-0172,59629.527,1,validation,1885,2024-05-12 08:48:43.652107+00:00,3765507
azure-code-v3-0173,59860.412,1,validation,7683,2024-05-12 08:48:43.882992+00:00,3765508
azure-code-v3-0174,59879.582,2,validation,1885,2024-05-12 08:48:43.902162+00:00,3765509
azure-code-v3-0175,60246.047,265,validation,1605,2024-05-12 08:48:44.268627+00:00,3765510
azure-code-v3-0176,60379.102,1,validation,1885,2024-05-12 08:48:44.401682+00:00,3765511
azure-code-v3-0177,60495.647,13,validation,1606,2024-05-12 08:48:44.518227+00:00,3765512
azure-code-v3-0178,60629.629,2,validation,1885,2024-05-12 08:48:44.652209+00:00,3765513
azure-code-v3-0179,60746.500,12,validation,1606,2024-05-12 08:48:44.769080+00:00,3765514
azure-code-v3-0180,60997.673,12,validation,1607,2024-05-12 08:48:45.020253+00:00,3765515
azure-code-v3-0181,61110.437,5,validation,7683,2024-05-12 08:48:45.133017+00:00,3765516
azure-code-v3-0182,61982.179,17,validation,3862,2024-05-12 08:48:46.004759+00:00,3765517
azure-code-v3-0183,61997.910,265,validation,1607,2024-05-12 08:48:46.020490+00:00,3765518
azure-code-v3-0184,62628.896,66,validation,1888,2024-05-12 08:48:46.651476+00:00,3765519
azure-code-v3-0185,62746.147,12,validation,1607,2024-05-12 08:48:46.768727+00:00,3765520
azure-code-v3-0186,62815.695,12,validation,1021,2024-05-12 08:48:46.838275+00:00,3765521
azure-code-v3-0187,63481.956,34,validation,3860,2024-05-12 08:48:47.504536+00:00,3765522
azure-code-v3-0188,63499.627,19,validation,11,2024-05-12 08:48:47.522207+00:00,3765523
azure-code-v3-0189,64065.342,12,validation,1020,2024-05-12 08:48:48.087922+00:00,3765524
azure-code-v3-0190,64242.383,10,validation,3860,2024-05-12 08:48:48.264963+00:00,3765525
azure-code-v3-0191,64562.879,17,validation,12,2024-05-12 08:48:48.585459+00:00,3765526
azure-code-v3-0192,65009.042,139,validation,1607,2024-05-12 08:48:49.031622+00:00,3765527
azure-code-v3-0193,65115.149,52,validation,7674,2024-05-12 08:48:49.137729+00:00,3765528
azure-code-v3-0194,65257.430,12,validation,1607,2024-05-12 08:48:49.280010+00:00,3765529
azure-code-v3-0195,65311.974,13,validation,1019,2024-05-12 08:48:49.334554+00:00,3765530
azure-code-v3-0196,65499.289,102,validation,1494,2024-05-12 08:48:49.521869+00:00,3765531
azure-code-v3-0197,66264.985,51,validation,4517,2024-05-12 08:48:50.287565+00:00,3765532
azure-code-v3-0198,66315.470,24,validation,1020,2024-05-12 08:48:50.338050+00:00,3765533
azure-code-v3-0199,66379.838,9,validation,2555,2024-05-12 08:48:50.402418+00:00,3765534
azure-code-v3-0200,66629.936,3,validation,5673,2024-05-12 08:48:50.652516+00:00,3765535
azure-code-v3-0201,67747.302,796,validation,1607,2024-05-12 08:48:51.769882+00:00,3765536
azure-code-v3-0202,68131.420,16,validation,2557,2024-05-12 08:48:52.154000+00:00,3765537
azure-code-v3-0203,68515.663,1,validation,7680,2024-05-12 08:48:52.538243+00:00,3765538
azure-code-v3-0204,68615.206,132,validation,2853,2024-05-12 08:48:52.637786+00:00,3765539
azure-code-v3-0205,68731.475,9,validation,3853,2024-05-12 08:48:52.754055+00:00,3765540
azure-code-v3-0206,69232.666,9,validation,3853,2024-05-12 08:48:53.255246+00:00,3765541
azure-code-v3-0207,69363.581,90,validation,2827,2024-05-12 08:48:53.386161+00:00,3765542
azure-code-v3-0208,69765.135,3,validation,4520,2024-05-12 08:48:53.787715+00:00,3765543
azure-code-v3-0209,69812.025,13,validation,1033,2024-05-12 08:48:53.834605+00:00,3765544
azure-code-v3-0210,70980.711,1,validation,3853,2024-05-12 08:48:55.003291+00:00,3765545
azure-code-v3-0211,71231.501,5,validation,3853,2024-05-12 08:48:55.254081+00:00,3765546
azure-code-v3-0212,71268.598,5,validation,1105,2024-05-12 08:48:55.291178+00:00,3765547
azure-code-v3-0213,71515.918,62,validation,4523,2024-05-12 08:48:55.538498+00:00,3765548
azure-code-v3-0214,72981.625,6,validation,3853,2024-05-12 08:48:57.004205+00:00,3765549
azure-code-v3-0215,73481.502,6,validation,3853,2024-05-12 08:48:57.504082+00:00,3765550
azure-code-v3-0216,74017.778,4,validation,1107,2024-05-12 08:48:58.040358+00:00,3765551
azure-code-v3-0217,74061.245,4,validation,1042,2024-05-12 08:48:58.083825+00:00,3765552
azure-code-v3-0218,74232.951,14,validation,783,2024-05-12 08:48:58.255531+00:00,3765553
azure-code-v3-0219,74265.695,4,validation,1107,2024-05-12 08:48:58.288275+00:00,3765554
azure-code-v3-0220,74631.275,19,validation,13,2024-05-12 08:48:58.653855+00:00,3765555
azure-code-v3-0221,75232.979,14,validation,783,2024-05-12 08:48:59.255559+00:00,3765556
azure-code-v3-0222,75233.865,5,validation,783,2024-05-12 08:48:59.256445+00:00,3765557
azure-code-v3-0223,75484.948,14,validation,7651,2024-05-12 08:48:59.507528+00:00,3765558
azure-code-v3-0224,75499.167,12,validation,13,2024-05-12 08:48:59.521747+00:00,3765559
azure-code-v3-0225,75733.423,24,validation,1937,2024-05-12 08:48:59.756003+00:00,3765560
azure-code-v3-0226,75733.963,16,validation,783,2024-05-12 08:48:59.756543+00:00,3765561
azure-code-v3-0227,75765.590,2,validation,1108,2024-05-12 08:48:59.788170+00:00,3765562
azure-code-v3-0228,75984.603,47,validation,1937,2024-05-12 08:49:00.007183+00:00,3765563
azure-code-v3-0229,76231.717,13,validation,7652,2024-05-12 08:49:00.254297+00:00,3765564
azure-code-v3-0230,76265.060,1,validation,7686,2024-05-12 08:49:00.287640+00:00,3765565
azure-code-v3-0231,76732.185,1,validation,3853,2024-05-12 08:49:00.754765+00:00,3765566
azure-code-v3-0232,76982.148,7,validation,3853,2024-05-12 08:49:01.004728+00:00,3765567
azure-code-v3-0233,77733.118,6,validation,3854,2024-05-12 08:49:01.755698+00:00,3765568
azure-code-v3-0234,77983.645,5,validation,725,2024-05-12 08:49:02.006225+00:00,3765569
azure-code-v3-0235,77984.376,14,validation,1939,2024-05-12 08:49:02.006956+00:00,3765570
azure-code-v3-0236,78062.907,4,validation,1042,2024-05-12 08:49:02.085487+00:00,3765571
azure-code-v3-0237,78232.373,10,validation,1938,2024-05-12 08:49:02.254953+00:00,3765572
azure-code-v3-0238,78813.587,4,validation,1042,2024-05-12 08:49:02.836167+00:00,3765573
azure-code-v3-0239,79233.987,26,validation,1939,2024-05-12 08:49:03.256567+00:00,3765574
azure-code-v3-0240,79265.255,19,validation,16,2024-05-12 08:49:03.287835+00:00,3765575
azure-code-v3-0241,79733.676,45,validation,1939,2024-05-12 08:49:03.756256+00:00,3765576
azure-code-v3-0242,79879.439,9,validation,6431,2024-05-12 08:49:03.902019+00:00,3765577
azure-code-v3-0243,80240.551,18,validation,1941,2024-05-12 08:49:04.263131+00:00,3765578
azure-code-v3-0244,80240.781,15,validation,725,2024-05-12 08:49:04.263361+00:00,3765579
azure-code-v3-0245,80381.502,39,validation,5729,2024-05-12 08:49:04.404082+00:00,3765580
azure-code-v3-0246,80816.596,19,validation,1941,2024-05-12 08:49:04.839176+00:00,3765581
azure-code-v3-0247,80988.841,15,validation,726,2024-05-12 08:49:05.011421+00:00,3765582
azure-code-v3-0248,81236.578,16,validation,726,2024-05-12 08:49:05.259158+00:00,3765583
azure-code-v3-0249,81734.932,4,validation,726,2024-05-12 08:49:05.757512+00:00,3765584
azure-code-v3-0250,82240.818,17,validation,725,2024-05-12 08:49:06.263398+00:00,3765585
azure-code-v3-0251,82243.271,64,validation,7664,2024-05-12 08:49:06.265851+00:00,3765586
azure-code-v3-0252,82498.339,6,validation,3176,2024-05-12 08:49:06.520919+00:00,3765587
azure-code-v3-0253,82564.215,16,validation,1945,2024-05-12 08:49:06.586795+00:00,3765588
azure-code-v3-0254,83016.517,26,validation,17,2024-05-12 08:49:07.039097+00:00,3765589
azure-code-v3-0255,83387.528,6,validation,6576,2024-05-12 08:49:07.410108+00:00,3765590
azure-code-v3-0256,83735.716,4,validation,725,2024-05-12 08:49:07.758296+00:00,3765591
azure-code-v3-0257,83745.234,18,validation,1609,2024-05-12 08:49:07.767814+00:00,3765592
azure-code-v3-0258,84140.624,5,validation,6579,2024-05-12 08:49:08.163204+00:00,3765593
azure-code-v3-0259,84766.666,26,validation,72,2024-05-12 08:49:08.789246+00:00,3765594
azure-code-v3-0260,84861.775,52,validation,7674,2024-05-12 08:49:08.884355+00:00,3765595
azure-code-v3-0261,84987.662,69,validation,7648,2024-05-12 08:49:09.010242+00:00,3765596
azure-code-v3-0262,85233.200,44,validation,7684,2024-05-12 08:49:09.255780+00:00,3765597
azure-code-v3-0263,85244.843,1,validation,1610,2024-05-12 08:49:09.267423+00:00,3765598
azure-code-v3-0264,85266.567,27,validation,73,2024-05-12 08:49:09.289147+00:00,3765599
azure-code-v3-0265,85745.590,11,validation,1610,2024-05-12 08:49:09.768170+00:00,3765600
azure-code-v3-0266,85997.505,11,validation,1610,2024-05-12 08:49:10.020085+00:00,3765601
azure-code-v3-0267,86486.777,87,validation,7684,2024-05-12 08:49:10.509357+00:00,3765602
azure-code-v3-0268,86982.577,1,validation,860,2024-05-12 08:49:11.005157+00:00,3765603
azure-code-v3-0269,87360.759,3,validation,4387,2024-05-12 08:49:11.383339+00:00,3765604
azure-code-v3-0270,87613.499,8,validation,4399,2024-05-12 08:49:11.636079+00:00,3765605
azure-code-v3-0271,87733.336,14,validation,7652,2024-05-12 08:49:11.755916+00:00,3765606
azure-code-v3-0272,89767.300,208,validation,74,2024-05-12 08:49:13.789880+00:00,3765607
azure-code-v3-0273,89811.246,2,validation,1042,2024-05-12 08:49:13.833826+00:00,3765608
azure-code-v3-0274,90018.751,6,validation,2095,2024-05-12 08:49:14.041331+00:00,3765609
azure-code-v3-0275,90312.475,2,validation,1042,2024-05-12 08:49:14.335055+00:00,3765610
azure-code-v3-0276,90487.056,85,validation,7649,2024-05-12 08:49:14.509636+00:00,3765611
azure-code-v3-0277,90516.892,4,validation,2096,2024-05-12 08:49:14.539472+00:00,3765612
azure-code-v3-0278,90767.481,4,validation,2096,2024-05-12 08:49:14.790061+00:00,3765613
azure-code-v3-0279,90984.322,11,validation,1378,2024-05-12 08:49:15.006902+00:00,3765614
azure-code-v3-0280,92237.169,14,validation,19,2024-05-12 08:49:16.259749+00:00,3765615
azure-code-v3-0281,92516.948,3,validation,2099,2024-05-12 08:49:16.539528+00:00,3765616
azure-code-v3-0282,92767.202,3,validation,2099,2024-05-12 08:49:16.789782+00:00,3765617
azure-code-v3-0283,92987.327,17,validation,723,2024-05-12 08:49:17.009907+00:00,3765618
azure-code-v3-0284,94017.327,2,validation,7676,2024-05-12 08:49:18.039907+00:00,3765619
azure-code-v3-0285,94266.624,3,validation,2101,2024-05-12 08:49:18.289204+00:00,3765620
azure-code-v3-0286,94770.457,17,validation,2103,2024-05-12 08:49:18.793037+00:00,3765621
azure-code-v3-0287,95735.625,15,validation,2015,2024-05-12 08:49:19.758205+00:00,3765622
azure-code-v3-0288,96629.034,1,validation,6580,2024-05-12 08:49:20.651614+00:00,3765623
azure-code-v3-0289,97520.797,2,validation,2100,2024-05-12 08:49:21.543377+00:00,3765624
azure-code-v3-0290,97768.830,1,validation,2101,2024-05-12 08:49:21.791410+00:00,3765625
