schema_version,evidence_class,measurement_warning,claim_boundary,mode,split,workload_kind,cell_id,cluster_id,seed,harness,comparison_reference,policy,requests,output_tokens,makespan_ms,throughput_tokens_per_s,p95_request_latency_ms,p99_tbt_ms,deadline_misses,deadline_miss_rate,target_launches,draft_launches,verifier_slots,padded_verifier_slots,mean_batch,cache_hits,cache_misses,accepted_draft_tokens,max_ready_wait_ms,starved_requests,trace_payload_sha256
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0004,4,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,88.48400000000001,5786.356855476696,86.7005,6.384,0,0.0,30,40,583,0,6.7,170,15,311,0.0,0,9e818907ffe5063caa9a775553c35a878ac70b421708b2106be7b8202610178d
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0004,4,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,85.98400000000001,5954.59620394492,84.388,6.384,0,0.0,30,40,583,0,6.7,170,15,311,0.0,0,85e8241599834227665f5cb0c89f1c1792dcf86488126e5f24da3033027fa6d0
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0004,4,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,84.034,6092.771973248922,81.376,6.384,0,0.0,28,38,583,0,7.178571428571429,170,15,311,0.0,0,df5157e2b1cf9e1a9e398b0fc0ca7ccaa2167b7fc24c8fcdd44ab2d50cb2bcab
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0005,5,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,87.67200000000001,5839.948900447121,85.00800000000001,6.384,0,0.0,31,41,594,0,6.548387096774194,174,13,309,0.0,0,2d737f88910091789be7adae5ee997ce3b140ee100f7dc24fc96d3eecb6eacef
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0005,5,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,90.67200000000001,5646.726663137461,87.63300000000001,6.384,0,0.0,31,41,594,0,6.548387096774194,174,13,309,0.0,0,7cd788134cac21c9dd3d2faba695c702aca7b1162576de379e4a20ef53c97f2e
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0005,5,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,87.67200000000001,5839.948900447121,85.00800000000001,6.384,0,0.0,31,41,594,0,6.548387096774194,174,13,309,0.0,0,3e692d5da28bda3c53ce8ea474c99897aa06c28686041a9606e9b4ed67f7d389
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0005,5,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,83.372,6141.15050616514,82.316,6.3840000000000074,0,0.0,27,37,594,0,7.518518518518518,174,13,309,0.0,0,908d1bfd0688be9ad5d9bf452d67eed947efa2450dc22f603c6ad24099808f0d
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0006,6,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,85.96400000000001,5955.981573682006,82.76,6.384,0,0.0,30,41,578,0,6.6,168,14,314,0.0,0,3d0cce4888f0707ff02a188c42b566d6b2f3c26f2ebbd2eff79609f327acda5e
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0006,6,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,87.96400000000001,5820.562957573552,84.385,6.384,0,0.0,30,41,578,0,6.6,168,14,314,0.0,0,3597c8911b53f5d495ff258ea686af83c89edfb4335fa365d0d34a15d529038d
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0006,6,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,85.96400000000001,5955.981573682006,82.76,6.384,0,0.0,30,41,578,0,6.6,168,14,314,0.0,0,17f4d6cb003c5c179d3b85a936688ad171e0c7df5f707a9e00cc0feeed23e8ae
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0006,6,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,81.32400000000001,6295.804436574688,81.32400000000001,6.3840000000000074,0,0.0,27,40,578,0,7.333333333333333,168,14,314,0.0,0,617f493d34d03c3c3e9a39ef211c09803c109c054d360c0822671c7a782188cc
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0007,7,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,82.25200000000001,6224.772649905169,82.25200000000001,6.384,0,0.0,29,42,569,0,6.689655172413793,163,15,318,0.0,0,48bb6e18f91e360e2dc7fb1bbd9efefaa8123eac0b11bf9c2af480dd37ce564a
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0007,7,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,83.75200000000001,6113.286846881268,83.75200000000001,6.384,0,0.0,29,42,569,0,6.689655172413793,163,15,318,0.0,0,146f783762d5a810f0176fcd5f7b62a75effb42e9620b3ecd28f95c1a62740d8
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0007,7,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,82.25200000000001,6224.772649905169,82.25200000000001,6.384,0,0.0,29,42,569,0,6.689655172413793,163,15,318,0.0,0,a72fdf540d853aeb0c6a8bcd7a182040505146660c59d992655125e0d3723b56
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0007,7,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,78.05200000000002,6559.7294111617875,78.05200000000002,6.3840000000000074,0,0.0,25,37,569,0,7.76,163,15,318,0.0,0,dfd29c9529e811b8e567dcc06b33e5711204b335c6b99afb9ad2d4cc40f3c071
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0008,8,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,87.29600000000002,5865.102639296187,84.08000000000001,6.384,0,0.0,31,43,582,0,6.419354838709677,170,13,313,0.0,0,dc74f25fcb1e5bf7ead31f738a1b18cc7595381d2f60869d4f4058ae2d4a2ba4
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0008,8,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,89.29600000000002,5733.739473212685,85.70500000000001,6.384,0,0.0,31,43,582,0,6.419354838709677,170,13,313,0.0,0,4f1302053af1b67938b89764171f1f642a87df36e37379aefafe1a00fad9c84a
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0008,8,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,87.29600000000002,5865.102639296187,84.08000000000001,6.384,0,0.0,31,43,582,0,6.419354838709677,170,13,313,0.0,0,0f89488e27ed27e34b652517431bcf1c670156e113ce00fb691b89e7d16730e2
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0008,8,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,81.22600000000003,6303.400389037991,81.22600000000003,6.3840000000000146,0,0.0,26,36,582,0,7.653846153846154,170,13,313,0.0,0,55944d5327a4b66e0e60c3445bf11ccedafd6dd9b0599ea8913f5753270dc9a8
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0009,9,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,83.67,6119.278116409705,82.608,6.384,0,0.0,28,36,590,0,7.25,179,8,309,0.0,0,b4082d6d1e3465c05b5c80841c8fe2602cad31cd65c03f80479de8d4926d1bd9
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0009,9,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,85.17,6011.506398966772,83.9205,6.384,0,0.0,28,36,590,0,7.25,179,8,309,0.0,0,b5fab3cc1241e3e2b095f68cc5621ddd1ba7a0adbf27d5fe40c9084bec34d64b
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0009,9,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,83.67,6119.278116409705,82.608,6.384,0,0.0,28,36,590,0,7.25,179,8,309,0.0,0,d19dcfb58bbcb2bc9e24ed0cfa73325d539c038ad28c8cfde36e34dd1c541fe6
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0009,9,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,82.67,6193.298657312205,81.608,6.3840000000000074,0,0.0,27,35,590,0,7.518518518518518,179,8,309,0.0,0,2b22f079551f835e195d242d9fcc6891674110f1dcf13598bce65f1fdb41b57b
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0010,10,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,84.35400000000003,6069.658818787489,83.29200000000003,6.384,0,0.0,29,40,588,0,6.9655172413793105,171,15,310,0.0,0,3ca757711ce2a1c0f97502dbba7ee1cb8bc81a2a5cbb1d41458e6858b8ec2d26
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0010,10,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,86.60400000000003,5911.967114682922,85.35450000000003,6.384,0,0.0,29,40,588,0,6.9655172413793105,171,15,310,0.0,0,7236ad3cf925860eb8ea8f145103d9df7034819815a75cb981d5e90d05c6b7e8
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0010,10,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,84.35400000000003,6069.658818787489,83.29200000000003,6.384,0,0.0,29,40,588,0,6.9655172413793105,171,15,310,0.0,0,83c934667b13d924e6c96835a68d804a3b9e5c6affb9966f1f7dca25d9cd5a32
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0010,10,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,81.20400000000004,6305.108122752571,81.20400000000004,6.3840000000000074,0,0.0,26,37,588,0,7.769230769230769,171,15,310,0.0,0,731bc70e7c1c01940f6b12a9c30c6bbcbb4c6aebc0d61185843a3d332d8e9a43
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0011,11,decoder-policy-simulator,saguaro-barrier,fissionspec-horizon-2,16,512,88.37000000000002,5793.821432612876,84.09800000000001,6.384,0,0.0,31,40,585,0,6.548387096774194,176,11,309,0.0,0,3742361d8e0ded5e76254f8b675535605813551e5b5b0706b1ac9d7033328c01
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0011,11,decoder-policy-simulator,saguaro-barrier,fixed-coalesce,16,512,90.87000000000002,5634.422801804775,86.22300000000001,6.384,0,0.0,31,40,585,0,6.548387096774194,176,11,309,0.0,0,117d33062e63b30310768082d3c7982f97b5d9c8177f4404c7b6d16d6e7e1459
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0011,11,decoder-policy-simulator,saguaro-barrier,immediate-fission,16,512,88.37000000000002,5793.821432612876,84.09800000000001,6.384,0,0.0,31,40,585,0,6.548387096774194,176,11,309,0.0,0,a121f67dd725ca8609d535dd29c36bd86e4873a9d1a7d1ef7acda253239a9079
2,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0011,11,decoder-policy-simulator,saguaro-barrier,saguaro-barrier,16,512,81.43000000000004,6287.608989315974,81.43000000000004,6.3840000000000146,0,0.0,26,36,585,0,7.8076923076923075,176,11,309,0.0,0,846aef84fe1b5c079fc1cd6fa97e2d6f79a4affa96963d77e26da96283b6776b
