schema_version,evidence_class,measurement_warning,claim_boundary,mode,split,workload_kind,cell_id,cluster_id,seed,harness,requests,cache_hits,cache_hit_rate,mean_ttft_ms,p95_ttft_ms,cache_evictions,cache_allocated_pages,cache_peak_allocated_pages,stale_precompute_jobs,precompute_retries,recovery_retries,backpressured_attempts,terminal_failed_jobs,trace_payload_sha256
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0010,10,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,3ffcc4b7432fb839a205eefc66324fd4ebfeb5ec92459565bec2750db14244ad
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0011,11,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,4bc3f18311c11411e1b47473dc7824e73501d378e0083ffdb65367bb2b22b45c
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0012,12,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,ce003300abe1bbd6cde5f6be6ca5303847f814c615d5ada6096a7b4b4c398f3d
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0013,13,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,2ee86f97d9d706cb5392c019aad88b0464f1b120178c85cb729f6c16fc57c5d3
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0014,14,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,5e173aa14ed5d2f42ea8536de0d5f831d09ab55a4cb92a5b7eb3de731ef6f738
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0015,15,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,15973629a12a4a89c5c2d476b27dc886f4925f7e867194fde4b95a022cf39af3
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0016,16,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,f2ee8fb032e85b0f263b587a01545bcd3a718ccf9c1fd3d36c9840a4abec4ce4
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0017,17,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,18801be203c6839fb673a23fdacb44017a663b31e028a2a0c04b2172cb0b2fb4
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0018,18,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,e61705a0e474d5c9cd081703bcf9894a2386fcdb436fcffd8f511ff8034d46ac
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0019,19,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,0b6d71c18ed01889b0cb21ef0f15c521598ee8bc4d216995504291d117cd3fb0
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0020,20,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,f82756fa2837d0ee4af2a00212e7a6d70d18560005d2a23b050d093781b7abce
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0021,21,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,6a6dfea0135ecf4baacc96e2ead719f0f60d3456e7123811b972cc29bf70cba7
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0022,22,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,235e1a4351e94e7f264f17faa1d769a0aefd23bad36a7c1ea2f4e6f44e140d28
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0023,23,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,4644da4a638b613646d9fca8df26c4436309fd504e3693d1eaa3f7224a27073d
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0024,24,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,9f2c426c204d62d6b0140aa907f289022926cd1b988ca525bc4dba51ceb9b883
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0025,25,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,5e451d43d22d0ebfe39320126bbb3cd98548dde33cb4fae9ea891e5ea128fbfd
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0026,26,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,a5acd821ff7fc27fcfb995ff6cfa1e6044e6f20c076e728cb2c7aa8f20cd7042
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0027,27,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,b2e008d90ad17cf1062b5779de6a6b66e50e19496f461353b0c8def1123adb33
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0028,28,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,e8d0309a3b81a5683fc17a96d2e661b97f74f2caa76b498bd8297f71e58c6ef6
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,train,synchronized,pb12-01-synchronized-train,pb12-01-synchronized-train/seed-0029,29,one-round-fidelity-model,16,16,1.0,16.177319999999998,28.24901999999999,0,48,48,0,0,0,0,0,803a0644f8fcb32e64dfe751b01cef481f7d17fdad8500a9146ae4ad7058577d
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0000,0,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,9956c69237214b3c35d16450cc2b444d705d1259b7ebecc72e4165773b734d86
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0001,1,one-round-fidelity-model,16,13,0.8125,16.43332,28.50501999999999,0,32,32,0,0,1,0,0,6eca8e940e78940f263bb3d99ba84dfdda2692cefee6ce9c7e99fc1761667b05
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0002,2,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,61a3f0076d17cdc85ce81891d91bbb48be9596b13208c1ba95cde0e97452549c
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0003,3,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,4977712e51376247ac1f49c4a1c2ef8e9d68b2e20139d0d34e737945d815f1d5
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0004,4,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,fe45fd60f4f65bcef7d0717aee4eee7264f370870dc82d1190fffce4616849b0
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0005,5,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,8a9e6ccbf1ea473888699bd6998864c50dc1e9acbfee9a3ed70e5b5e3162ae2b
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0006,6,one-round-fidelity-model,16,11,0.6875,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,f80d268482af2b525e7aed599749f42192a2c3edd9464f68d79d86a0e002c5f2
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0007,7,one-round-fidelity-model,16,13,0.8125,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,22afa60cdf9a004956fc19bb92cf67d5a32652f09dfab80669dc17c3a3a7adfa
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0008,8,one-round-fidelity-model,16,5,0.3125,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,862d6d8e07c49c4fbf3308acab0fa502222fdc464faed096b9b9b72c4c87a734
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0009,9,one-round-fidelity-model,16,7,0.4375,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,94f3ab023fbba3b3d599f8b7b226be518da630c5bec1e3c09bb67951c6a00356
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0010,10,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,1561264bb4ff33dc286d0049914abe4345575d0e9dcc6565a1b08347ee3b5c2e
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0011,11,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,be087e78b19ca8f0500985d733f7822d004d504516c2bfd109f541beb4dc127a
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0012,12,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,e20076515ef1990d01732ce62a044c4618b1dcd30badaf75a114cd0dd29d6edb
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0013,13,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,836ac320a87c15e6192f5dd3d1dfe781618dc3da31c54d49e61ffee70e1517fa
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0014,14,one-round-fidelity-model,16,8,0.5,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,39139b7d6d017f9c64f223e321d9b044bafbeb1c864782cdfdc8e0000ec5f378
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0015,15,one-round-fidelity-model,16,12,0.75,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,607eedb2a2df736cba40532877025305022d117407da26d4f2f94acf2fa65a52
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0016,16,one-round-fidelity-model,16,9,0.5625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,f3969455708d1e1cc116166f353d6e7caddc5753759f9a7fe4c1bdc208e2e3f9
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0017,17,one-round-fidelity-model,16,12,0.75,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,7166cd0b3d0694b51c17b34409f83711a38d9b469faef3dfdbda70adf4ecddbe
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0018,18,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,9aa1d4e61d939c9a89325577aa9b46eb86c5f2506cfa1722e439682a55c8951b
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0019,19,one-round-fidelity-model,16,8,0.5,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,3dbc02df134182c57a44137020d2ef9a9cef47633d4a1e2a2d5b2ca8b5cdbd93
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0020,20,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,1ba9aaee192398a8145ae861d5731d1bd757eb007f44e95b5ef37caba1731ac6
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0021,21,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,f51b41e760b74da9056bb39e167e89457168dbe231da20b3980f1293ae1a72d4
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0022,22,one-round-fidelity-model,16,12,0.75,16.43332,28.50501999999999,0,32,32,0,1,0,0,0,7f1981cace8ae5a9d582587cacd81b870a531f4ef54cd32998608a0ced82b63c
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0023,23,one-round-fidelity-model,16,10,0.625,16.43332,28.50501999999999,0,32,32,0,0,1,0,0,b9d2eac21a882d709ee0bf448dfceac5020c4644241a02d1a129889032104e33
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0024,24,one-round-fidelity-model,16,8,0.5,16.43332,28.50501999999999,0,32,32,0,1,1,0,0,6e303ecba6d9f472760e4f62a9242dee29dd647051a17dc1ac4730cd0a47501d
1,cpu-simulation-model,SIMULATION MODEL OUTPUT — NOT A GPU MEASUREMENT.,"All values are deterministic CPU simulation/model outputs. They do not measure GPU kernels, CUDA graphs, accelerator memory, power, or production throughput.",full,validation,synchronized,pb12-02-synchronized-validation,pb12-02-synchronized-validation/seed-0025,25,one-round-fidelity-model,16,7,0.4375,16.43332,28.50501999999999,0,32,32,0,0,0,0,0,38ee9834c3bab4b6bbbbe532425146ebf8c9f487ecd863922ba7f8df70e00593
