evidence_class,measurement_warning,workload,regime,seed,policy,configured_cache_hit_probability,configured_token_acceptance_probability,observed_cache_hits,observed_cache_misses,observed_cache_hit_rate,accepted_draft_tokens,verifier_rounds,mean_verifier_tokens_per_round,requests,output_tokens,makespan_ms,p50_tbt_ms,p95_tbt_ms,p99_tbt_ms,throughput_tokens_per_s,token_gap_slo_attainment,request_tbt_slo_attainment,tbt_request_goodput_tokens_per_s,padded_verifier_slots,direct_hit_delay_ms,total_direct_hit_delay_ms,target_launches,draft_launches,mean_batch
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,7,spectre-parallel-padded,0.95,0.55,1046,55,0.9500454132606722,1141,1149,1.9930374238468234,48,2304,533.9683333333335,0.0,7.052000000000021,14.104000000000013,4314.862616696994,0.9596631205673759,0.14583333333333334,629.2507982683117,42,0.04157265774378585,43.485,86,135,13.523255813953488
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,7,immediate-fission,0.95,0.55,1054,55,0.9504057709648331,1147,1157,1.9913569576490924,48,2304,532.6088333333335,0.0,7.052000000000021,14.104000000000013,4325.876432766636,0.9596631205673759,0.14583333333333334,630.8569797784677,0,0.0,0.0,86,125,13.453488372093023
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,7,fixed-coalesce,0.95,0.55,1054,55,0.9504057709648331,1147,1157,1.9913569576490924,48,2304,537.6088333333335,0.0,7.052000000000021,14.104000000000013,4285.643868078803,0.9596631205673759,0.14583333333333334,624.9897307614922,0,0.0,0.0,86,125,13.453488372093023
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,7,fissionspec-horizon-2,0.95,0.55,1054,55,0.9504057709648331,1147,1157,1.9913569576490924,48,2304,532.6088333333335,0.0,7.052000000000021,14.104000000000013,4325.876432766636,0.9596631205673759,0.14583333333333334,630.8569797784677,0,0.0,0.0,86,125,13.453488372093023
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,7,saguaro-barrier,0.95,0.9,613,30,0.9533437013996889,1613,691,3.3342981186685963,48,2304,320.0736666666668,0.0,14.104000000000013,14.104000000000013,7198.342881482489,0.8085106382978723,0.0,0.0,0,0.7132952691680265,437.2500000000003,47,71,14.702127659574469
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,7,spectre-parallel-padded,0.95,0.9,610,30,0.953125,1606,687,3.3377001455604076,48,2304,313.5943333333332,0.0,7.052000000000001,13.886199999999983,7347.0715350936425,0.9849290780141844,0.4583333333333333,3367.4077869179196,28,0.06115655737704853,37.305499999999604,48,77,14.541666666666666
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,7,immediate-fission,0.95,0.9,613,30,0.9533437013996889,1613,691,3.3342981186685963,48,2304,311.31949999999995,0.0,7.052000000000001,13.886199999999983,7400.757100021041,0.9835992907801419,0.4375,3237.831231259205,0,0.0,0.0,48,70,14.395833333333334
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,7,fixed-coalesce,0.95,0.9,613,30,0.9533437013996889,1613,691,3.3342981186685963,48,2304,318.31949999999995,0.0,7.052000000000003,13.886199999999983,7238.010866440794,0.9835992907801419,0.4375,3166.6297540678474,0,0.0,0.0,48,70,14.395833333333334
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,7,fissionspec-horizon-2,0.95,0.9,613,30,0.9533437013996889,1613,691,3.3342981186685963,48,2304,311.31949999999995,0.0,7.052000000000001,13.886199999999983,7400.757100021041,0.9835992907801419,0.4375,3237.831231259205,0,0.0,0.0,48,70,14.395833333333334
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,17,saguaro-barrier,0.7,0.55,750,346,0.6843065693430657,1160,1144,2.013986013986014,48,2304,550.3449999999998,0.0,14.104000000000013,14.104000000000042,4186.464853864396,0.6493794326241135,0.0,0.0,0,1.7144666666666653,1285.849999999999,87,168,13.149425287356323
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,17,spectre-parallel-padded,0.7,0.55,734,343,0.6815227483751161,1133,1120,2.0116071428571427,48,2304,547.6286666666673,0.0,14.104000000000013,14.104000000000042,4207.230446908667,0.8080673758865248,0.0,0.0,125,0.10816212534059932,79.3909999999999,92,188,12.728260869565217
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,17,immediate-fission,0.7,0.55,750,346,0.6843065693430657,1160,1144,2.013986013986014,48,2304,534.8991666666673,0.0,14.104000000000013,14.104000000000042,4307.353878223149,0.8067375886524822,0.020833333333333332,89.73653912964895,0,0.0,0.0,90,166,12.71111111111111
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,17,fixed-coalesce,0.7,0.55,750,346,0.6843065693430657,1160,1144,2.013986013986014,48,2304,534.8991666666673,0.0,14.104000000000013,14.104000000000042,4307.353878223149,0.8067375886524822,0.020833333333333332,89.73653912964895,0,0.0,0.0,90,166,12.71111111111111
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,17,fissionspec-horizon-2,0.7,0.55,750,346,0.6843065693430657,1160,1144,2.013986013986014,48,2304,534.8991666666673,0.0,14.104000000000013,14.104000000000042,4307.353878223149,0.8067375886524822,0.020833333333333332,89.73653912964895,0,0.0,0.0,90,166,12.71111111111111
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,17,saguaro-barrier,0.7,0.9,443,195,0.6943573667711599,1618,686,3.358600583090379,48,2304,327.885333333333,0.0,14.104000000000013,14.104000000000013,7026.846783835006,0.8000886524822695,0.0,0.0,0,1.6339729119638802,723.8499999999989,57,109,12.035087719298245
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,17,spectre-parallel-padded,0.7,0.9,438,193,0.694136291600634,1604,679,3.362297496318115,48,2304,321.56866666666656,0.0,14.050000000000011,14.10400000000001,7164.877175014981,0.8936170212765957,0.0,0.0,56,0.07512442922374506,32.90450000000033,52,109,13.461538461538462
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,17,immediate-fission,0.7,0.9,443,195,0.6943573667711599,1618,686,3.358600583090379,48,2304,316.5186666666666,0.0,14.050000000000011,14.10400000000001,7279.191537939839,0.8931737588652482,0.0,0.0,0,0.0,0.0,51,96,13.450980392156863
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,17,fixed-coalesce,0.7,0.9,443,195,0.6943573667711599,1618,686,3.358600583090379,48,2304,320.5186666666666,0.0,14.050000000000011,14.10400000000001,7188.348884516347,0.8931737588652482,0.0,0.0,0,0.0,0.0,51,96,13.450980392156863
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,17,fissionspec-horizon-2,0.7,0.9,443,195,0.6943573667711599,1618,686,3.358600583090379,48,2304,316.5186666666666,0.0,14.050000000000011,14.10400000000001,7279.191537939839,0.8931737588652482,0.0,0.0,0,0.0,0.0,51,96,13.450980392156863
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,17,saguaro-barrier,0.95,0.55,1035,61,0.9443430656934306,1160,1144,2.013986013986014,48,2304,528.6658333333335,0.0,14.104000000000013,14.104000000000042,4358.140539313586,0.6702127659574468,0.0,0.0,0,0.7572463768115932,783.749999999999,80,122,14.3
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,17,spectre-parallel-padded,0.95,0.55,1030,61,0.9440879926672777,1154,1139,2.013169446883231,48,2304,523.7909999999999,0.0,7.052000000000021,14.104000000000013,4398.701008608396,0.9552304964539007,0.2916666666666667,1282.9544608441154,33,0.03532572815533959,36.38549999999978,83,137,13.855421686746988
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,17,immediate-fission,0.95,0.55,1035,61,0.9443430656934306,1160,1144,2.013986013986014,48,2304,521.9658333333334,0.0,7.052000000000021,14.104000000000013,4414.08202005559,0.9539007092198581,0.25,1103.5205050138975,0,0.0,0.0,83,128,13.783132530120483
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,17,fixed-coalesce,0.95,0.55,1035,61,0.9443430656934306,1160,1144,2.013986013986014,48,2304,527.9658333333334,0.0,7.382999999999981,14.104000000000013,4363.918751055544,0.9539007092198581,0.25,1090.979687763886,0,0.0,0.0,83,128,13.783132530120483
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,17,fissionspec-horizon-2,0.95,0.55,1035,61,0.9443430656934306,1160,1144,2.013986013986014,48,2304,521.9658333333334,0.0,7.052000000000021,14.104000000000013,4414.08202005559,0.9539007092198581,0.25,1103.5205050138975,0,0.0,0.0,83,128,13.783132530120483
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,17,saguaro-barrier,0.95,0.9,601,37,0.9420062695924765,1618,686,3.358600583090379,48,2304,319.0644999999999,0.0,14.104000000000013,14.104000000000013,7221.110465125393,0.800531914893617,0.0,0.0,0,0.7988352745424294,480.1000000000001,48,76,14.291666666666666
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,17,spectre-parallel-padded,0.95,0.9,600,37,0.9419152276295133,1612,684,3.3567251461988303,48,2304,315.3371666666665,0.0,7.052000000000003,14.085999999999984,7306.465090540658,0.9782801418439716,0.4166666666666667,3044.3604543919405,17,0.03891666666666613,23.349999999999678,50,84,13.84
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,17,immediate-fission,0.95,0.9,601,37,0.9420062695924765,1618,686,3.358600583090379,48,2304,314.73116666666664,0.0,7.052000000000003,14.085999999999984,7320.533344065598,0.9778368794326241,0.4166666666666667,3050.222226693999,0,0.0,0.0,50,78,13.72
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,17,fixed-coalesce,0.95,0.9,601,37,0.9420062695924765,1618,686,3.358600583090379,48,2304,324.73116666666664,0.0,7.052000000000007,14.085999999999984,7095.099690153958,0.9773936170212766,0.3958333333333333,2808.476960685942,0,0.0,0.0,50,78,13.72
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,17,fissionspec-horizon-2,0.95,0.9,601,37,0.9420062695924765,1618,686,3.358600583090379,48,2304,314.73116666666664,0.0,7.052000000000003,14.085999999999984,7320.533344065598,0.9778368794326241,0.4166666666666667,3050.222226693999,0,0.0,0.0,50,78,13.72
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,29,saguaro-barrier,0.7,0.55,769,360,0.6811337466784765,1127,1177,1.957519116397621,48,2304,556.7653333333334,2.387333333333345,14.104000000000013,14.104000000000013,4138.188680329714,0.6263297872340425,0.0,0.0,0,1.7513654096228848,1346.7999999999984,83,161,14.180722891566266
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,29,spectre-parallel-padded,0.7,0.55,756,356,0.6798561151079137,1110,1160,1.956896551724138,48,2304,540.1278333333337,3.462999999999994,14.104000000000013,14.104000000000042,4265.6568645632315,0.7890070921985816,0.0,0.0,89,0.09430533509700262,71.29483333333398,84,177,14.214285714285714
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,29,immediate-fission,0.7,0.55,769,360,0.6811337466784765,1127,1177,1.957519116397621,48,2304,534.823666666667,2.1450000000000387,14.104000000000013,14.104000000000042,4307.961938857104,0.7850177304964538,0.0,0.0,0,0.0,0.0,84,161,14.011904761904763
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,29,fixed-coalesce,0.7,0.55,769,360,0.6811337466784765,1127,1177,1.957519116397621,48,2304,534.823666666667,2.1450000000000387,14.104000000000013,14.104000000000042,4307.961938857104,0.7850177304964538,0.0,0.0,0,0.0,0.0,84,161,14.011904761904763
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t0-0p550,29,fissionspec-horizon-2,0.7,0.55,769,360,0.6811337466784765,1127,1177,1.957519116397621,48,2304,534.823666666667,2.1450000000000387,14.104000000000013,14.104000000000042,4307.961938857104,0.7850177304964538,0.0,0.0,0,0.0,0.0,84,161,14.011904761904763
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,29,saguaro-barrier,0.7,0.9,424,207,0.6719492868462758,1625,679,3.393225331369661,48,2304,323.1825,0.0,14.104000000000013,14.104000000000013,7129.098883757629,0.8049645390070922,0.041666666666666664,297.04578682323455,0,1.6900943396226407,716.5999999999997,48,91,14.145833333333334
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,29,spectre-parallel-padded,0.7,0.9,420,207,0.6698564593301436,1608,673,3.389301634472511,48,2304,322.09316666666666,0.0,14.103999999999985,14.104000000000013,7153.209811446895,0.8940602836879432,0.0,0.0,60,0.09614285714285718,40.38000000000002,53,114,13.132075471698114
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,29,immediate-fission,0.7,0.9,424,207,0.6719492868462758,1625,679,3.393225331369661,48,2304,314.93249999999995,0.0,14.085999999999999,14.104000000000013,7315.853397156535,0.8909574468085106,0.0,0.0,0,0.0,0.0,52,97,13.057692307692308
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,29,fixed-coalesce,0.7,0.9,424,207,0.6719492868462758,1625,679,3.393225331369661,48,2304,318.93249999999995,0.0,14.085999999999999,14.104000000000013,7224.099143235639,0.8905141843971631,0.0,0.0,0,0.0,0.0,52,97,13.057692307692308
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c0-0p700_t1-0p900,29,fissionspec-horizon-2,0.7,0.9,424,207,0.6719492868462758,1625,679,3.393225331369661,48,2304,314.93249999999995,0.0,14.085999999999999,14.104000000000013,7315.853397156535,0.8909574468085106,0.0,0.0,0,0.0,0.0,52,97,13.057692307692308
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,29,saguaro-barrier,0.95,0.55,1069,60,0.9468556244464128,1127,1177,1.957519116397621,48,2304,544.7195000000002,2.387333333333345,14.104000000000013,14.104000000000013,4229.699873053928,0.6462765957446809,0.0,0.0,0,0.7825070159027118,836.4999999999989,81,128,14.530864197530864
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,29,spectre-parallel-padded,0.95,0.55,1065,60,0.9466666666666667,1119,1173,1.9539641943734016,48,2304,540.7043333333334,3.283999999999992,7.052000000000021,14.104000000000005,4261.1088130111775,0.9570035460992907,0.1875,798.9579024395957,33,0.033348356807511276,35.51599999999951,86,142,13.779069767441861
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,29,immediate-fission,0.95,0.55,1069,60,0.9468556244464128,1127,1177,1.957519116397621,48,2304,536.4486666666666,2.1539999999999964,7.052000000000021,14.104000000000005,4294.9123432748465,0.9565602836879432,0.16666666666666666,715.8187238791411,0,0.0,0.0,85,130,13.847058823529412
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,29,fixed-coalesce,0.95,0.55,1069,60,0.9468556244464128,1127,1177,1.957519116397621,48,2304,539.4486666666664,2.1539999999999964,7.6095000000000255,14.104000000000005,4271.02733284477,0.9565602836879432,0.16666666666666666,711.8378888074617,0,0.0,0.0,85,130,13.847058823529412
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t0-0p550,29,fissionspec-horizon-2,0.95,0.55,1069,60,0.9468556244464128,1127,1177,1.957519116397621,48,2304,536.4486666666666,2.1539999999999964,7.052000000000021,14.104000000000005,4294.9123432748465,0.9565602836879432,0.16666666666666666,715.8187238791411,0,0.0,0.0,85,130,13.847058823529412
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,29,saguaro-barrier,0.95,0.9,596,35,0.9445324881141046,1625,679,3.393225331369661,48,2304,313.6283333333334,0.0,14.104000000000013,14.104000000000013,7346.275049554408,0.8297872340425532,0.3333333333333333,2448.758349851469,0,0.7352348993288585,438.1999999999997,45,69,15.088888888888889
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,29,spectre-parallel-padded,0.95,0.9,594,35,0.9443561208267091,1615,677,3.3855243722304285,48,2304,314.5584999999999,0.0,7.052000000000003,14.012199999999982,7324.551712956415,0.9796099290780141,0.4375,3204.491374418432,33,0.06344865319865245,37.68849999999956,50,83,13.78
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,29,immediate-fission,0.95,0.9,596,35,0.9445324881141046,1625,679,3.393225331369661,48,2304,309.55749999999995,0.0,7.052000000000003,13.995999999999995,7442.882178593639,0.9796099290780141,0.4375,3256.260953134717,0,0.0,0.0,49,71,13.857142857142858
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,29,fixed-coalesce,0.95,0.9,596,35,0.9445324881141046,1625,679,3.393225331369661,48,2304,317.55749999999995,0.0,7.052000000000007,13.995999999999995,7255.378947119814,0.9796099290780141,0.4375,3174.2282893649185,0,0.0,0.0,49,71,13.857142857142858
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,synchronized-cohort,c1-0p950_t1-0p900,29,fissionspec-horizon-2,0.95,0.9,596,35,0.9445324881141046,1625,679,3.393225331369661,48,2304,309.55749999999995,0.0,7.052000000000003,13.995999999999995,7442.882178593639,0.9796099290780141,0.4375,3256.260953134717,0,0.0,0.0,49,71,13.857142857142858
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t0-0p550,7,saguaro-barrier,0.7,0.55,776,355,0.6861184792219275,1125,1179,1.9541984732824427,48,2304,568.2713333333336,3.8233333333332666,14.104000000000013,14.104000000000042,4054.4012425988976,0.6391843971631206,0.0,0.0,0,1.7259664948453626,1339.3500000000013,87,170,13.551724137931034
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t0-0p550,7,spectre-parallel-padded,0.7,0.55,755,344,0.6869881710646042,1101,1145,1.9615720524017468,48,2304,554.4828333333339,3.8740000000000236,14.104000000000013,14.104000000000042,4155.223320709954,0.799645390070922,0.0,0.0,156,0.12943399558498986,97.72266666666735,90,191,13.366666666666667
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t0-0p550,7,immediate-fission,0.7,0.55,776,355,0.6861184792219275,1125,1179,1.9541984732824427,48,2304,540.3255,2.701666666666654,14.104000000000013,14.104000000000042,4264.096364136062,0.8040780141843972,0.0,0.0,0,0.0,0.0,87,169,13.551724137931034
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t0-0p550,7,fixed-coalesce,0.7,0.55,776,355,0.6861184792219275,1125,1179,1.9541984732824427,48,2304,546.9046666666668,2.4593333333333476,14.104000000000013,14.104000000000042,4212.800037057036,0.811613475177305,0.0,0.0,0,0.0,0.0,90,173,13.1
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t0-0p550,7,fissionspec-horizon-2,0.7,0.55,776,355,0.6861184792219275,1125,1179,1.9541984732824427,48,2304,540.3255,2.701666666666654,14.104000000000013,14.104000000000042,4264.096364136062,0.8040780141843972,0.0,0.0,0,0.0,0.0,87,169,13.551724137931034
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t1-0p900,7,saguaro-barrier,0.7,0.9,460,189,0.7087827426810478,1607,697,3.3055954088952655,48,2304,334.829,0.0,14.104000000000013,14.104000000000013,6881.124394840351,0.7929964539007093,0.0,0.0,0,1.6435869565217416,756.0500000000011,53,103,13.150943396226415
synthetic-model,SYNTHETIC MODEL OUTPUT — NOT GPU MEASUREMENTS.,poisson,c0-0p700_t1-0p900,7,spectre-parallel-padded,0.7,0.9,457,185,0.7118380062305296,1587,688,3.306686046511628,48,2304,338.4945,0.0,14.086000000000013,14.104000000000003,6806.609856290132,0.900709219858156,0.020833333333333332,141.80437200604442,75,0.08473559445660116,38.724166666666726,58,120,12.362068965517242
